"t","diff"
0,0
0.0004,0.03025652550000006
0.0006000000000000001,0.030187884111110973
0.0008,0.03011749736111123
0.001,0.030045363055555364
0.0012000000000000001,0.029971556055555845
0.0014,0.029896036888888547
0.0016,0.029818791000000126
0.0018000000000000002,0.029739964972222383
0.002,0.029659393583333128
0.0022,0.029577203527777773
0.0024000000000000002,0.029493323083333276
0.0026000000000000003,0.029407939555555637
0.0028,0.029320808472222223
0.003,0.029232174305555546
0.0032,0.029141886083333186
0.0034000000000000002,0.02905013111111147
0.0036000000000000003,0.02895670563888876
0.0038,0.02886173950000009
0.004,0.02876528797222209
0.004200000000000001,0.028667332111111183
0.0044,0.028567912638888728
0.0046,0.02846693291666666
0.0048000000000000004,0.028364525916666706
0.005,0.02826065311111109
0.005200000000000001,0.028155408305555536
0.0054,0.02804868000000011
0.0056,0.02794058063888881
0.0058000000000000005,0.02783108938888906
0.006,0.027720284249999706
0.006200000000000001,0.027608051833333577
0.0064,0.027494540916666598
0.0066,0.027379754638888892
0.0068000000000000005,0.02726366997222182
0.007,0.027146217388889355
0.007200000000000001,0.027027651527777696
0.0074,0.026907812500000107
0.0076,0.026786714555555344
0.0078000000000000005,0.026664508666666843
0.008,0.026541117777777616
0.0082,0.026416490055555686
0.008400000000000001,0.02629086558333335
0.0086,0.02616407694444422
0.0088,0.026036219833333363
0.009000000000000001,0.025907308805555147
0.0092,0.025777329305556304
0.0094,0.025646393777777707
0.009600000000000001,0.025514441611110997
0.0098,0.025381495833333264
0.01,0.02524765025000014
0.0102,0.02511286602777777
0.010400000000000001,0.024977216138888536
0.0106,0.024840668333333732
0.0108,0.02470329652777748
0.011000000000000001,0.024565056861111285
0.0112,0.024426092027777787
0.0114,0.024286334194444658
0.011600000000000001,0.024145845861110994
0.0118,0.02400455436111048
0.012,0.02386269977777771
0.0122,0.023720147888889136
0.012400000000000001,0.023576888527777878
0.0126,0.023433123250000177
0.0128,0.023288662861111156
0.013000000000000001,0.02314373508333366
0.0132,0.022998246416666063
0.0134,0.022852270472222526
0.013600000000000001,0.022705847027777885
0.013800000000000002,0.022558956194444268
0.014,0.022411615666666405
0.0142,0.022263941972222416
0.014400000000000001,0.022115854916666584
0.0146,0.021967544944444275
0.0148,0.021818845583333493
0.015000000000000001,0.021669884777777485
0.0152,0.02152068336111162
0.0154,0.021371316194444517
0.015600000000000001,0.02122174255555501
0.0158,0.021072043888889346
0.016,0.020922198111111706
0.0162,0.020772225111110487
0.0164,0.020622254722222413
0.0166,0.020472231027777756
0.016800000000000002,0.02032217455555513
0.017,0.02017223533333326
0.0172,0.0200223009166669
0.017400000000000002,0.019872407638889193
0.0176,0.01972272511111111
0.0178,0.019573180666666128
0.018000000000000002,0.019423807194444555
0.0182,0.019274592638889886
0.0184,0.019125719916665763
0.018600000000000002,0.018977002666666937
0.0188,0.018828742833333342
0.019,0.018680674805555325
0.019200000000000002,0.018533085027777788
0.0194,0.018385838027777754
0.0196,0.018239010861110676
0.0198,0.01809262216666711
0.02,0.01794680522222252
0.020200000000000003,0.017801444444444908
0.0204,0.017656637722221643
0.0206,0.01751240055555496
0.020800000000000003,0.017368774611112123
0.021,0.017225828472221687
0.0212,0.017083514388889103
0.021400000000000002,0.016941883250000185
0.0216,0.016800975777777248
0.0218,0.016660847888889364
0.022000000000000002,0.01652146136111088
0.0222,0.016382910638888908
0.0224,0.016245215611110475
0.022600000000000002,0.016108376277778617
0.0228,0.015972411277776866
0.023,0.01583737683333378
0.023200000000000002,0.01570327513888886
0.0234,0.015570107138888437
0.0236,0.01543807344444468
0.0238,0.015306956999999738
0.024,0.015176887638889441
0.024200000000000003,0.015047934888889697
0.0244,0.014920087638887821
0.0246,0.014793305166666682
0.024800000000000003,0.014667758027777767
0.025,0.014543334083333997
0.0252,0.014420071555554905
0.025400000000000002,0.014298117333333771
0.0256,0.014177345361111312
0.0258,0.01405779133333344
0.026000000000000002,0.013939643194444197
0.0262,0.013822678555555398
0.0264,0.01370713655555549
0.026600000000000002,0.013592837416667041
0.0268,0.01347998174999998
0.027,0.013368495638888986
0.027200000000000002,0.013258385666666813
0.0274,0.013149701472221229
0.027600000000000003,0.013042463888889314
0.027800000000000002,0.012936694999999682
0.028,0.012832337333333612
0.028200000000000003,0.012729484694444597
0.0284,0.012628176555555532
0.0286,0.012528355749999715
0.028800000000000003,0.012429985944444801
0.029,0.012333256333332729
0.0292,0.012238052583334538
0.029400000000000003,0.01214439552777662
0.0296,0.01205234233333379
0.0298,0.011961799499999749
0.030000000000000002,0.011872899055556352
0.0302,0.011785565194444028
0.0304,0.011699913194444647
0.030600000000000002,0.011615812277777018
0.0308,0.011533353749999744
0.031,0.011452524305556601
0.031200000000000002,0.011373339444444897
0.031400000000000004,0.011295783666666653
0.0316,0.011219910999999078
0.0318,0.011145632027778362
0.032,0.01107305605555554
0.0322,0.011002073777778025
0.0324,0.010932836166666442
0.032600000000000004,0.01086515497222237
0.0328,0.010799126833331707
0.033,0.0107348433611119
0.0332,0.010672211999999747
0.0334,0.010611124694444213
0.033600000000000005,0.01055174572222269
0.033800000000000004,0.010493985666666704
0.034,0.010437919388889084
0.0342,0.010383488777778163
0.0344,0.010330643888888595
0.0346,0.010279399277777537
0.034800000000000005,0.010229796611111957
0.035,0.010181852638887165
0.0352,0.010135438166667296
0.0354,0.010090666888888662
0.0356,0.01004746269444514
0.0358,0.010005830916666656
0.036000000000000004,0.009965728944444415
0.0362,0.009927235722222448
0.0364,0.009890223611111129
0.0366,0.009854763083332826
0.0368,0.009820781472223056
0.037000000000000005,0.009788358027777439
0.037200000000000004,0.009757375916666575
0.0374,0.009727823083333295
0.0376,0.009699824027777124
0.0378,0.009673144000000949
0.038,0.00964800224999996
0.038200000000000005,0.0096241608888882
0.038400000000000004,0.009601749750000695
0.0386,0.009580713861111026
0.0388,0.009560976166665607
0.039,0.009542616861111523
0.0392,0.009525578777778331
0.039400000000000004,0.009509807888888227
0.0396,0.009495247027778307
0.0398,0.009482026027778319
0.04,0.009469963222221144
0.0402,0.009459170750000157
0.040400000000000005,0.009449477111111278
0.040600000000000004,0.009440983333333661
0.0408,0.009433702722221054
0.041,0.009427395194445697
0.0412,0.009422232555555512
0.0414,0.009418208222223261
0.041600000000000005,0.009415108277775988
