1 0 -0.553677
0.99998 0.00628314 -0.283763
0.999921 0.012566 -0.216969
0.999822 0.0188484 -0.183589
0.999684 0.0251301 -0.162615
0.999507 0.0314108 -0.147788
0.999289 0.0376902 -0.136516
0.999033 0.0439681 -0.127511
0.998737 0.0502443 -0.120048
0.998402 0.0565185 -0.11369
0.998027 0.0627905 -0.108151
0.997613 0.06906 -0.103237
0.997159 0.0753268 -0.098811
0.996666 0.0815906 -0.0947734
0.996134 0.0878512 -0.0910491
0.995562 0.0941083 -0.0875803
0.994951 0.100362 -0.0843219
0.994301 0.106611 -0.0812379
0.993611 0.112856 -0.0782988
0.992883 0.119097 -0.0754805
0.992115 0.125333 -0.0727626
0.991308 0.131564 -0.0701278
0.990461 0.13779 -0.0675612
0.989576 0.144011 -0.0650495
0.988652 0.150226 -0.0625808
0.987688 0.156434 -0.0601444
0.986686 0.162637 -0.0577301
0.985645 0.168833 -0.0553283
0.984564 0.175023 -0.0529296
0.983445 0.181206 -0.0505245
0.982287 0.187381 -0.0481034
0.981091 0.193549 -0.0456558
0.979855 0.19971 -0.0431706
0.978581 0.205863 -0.0406348
0.977268 0.212007 -0.0380339
0.975917 0.218143 -0.03535
0.974527 0.224271 -0.0325609
0.973099 0.230389 -0.0296378
0.971632 0.236499 -0.026542
0.970127 0.242599 -0.0232174
0.968583 0.24869 -0.0195779
0.967001 0.254771 -0.0154766
0.965382 0.260842 -0.0106202
0.963724 0.266902 -0.00422594
0.962028 0.272952 0.00841134
0.960294 0.278991 0.00840903
0.958522 0.285019 0.00840683
0.956712 0.291036 0.00840473
0.954865 0.297042 0.00840271
0.952979 0.303035 0.00840078
0.951057 0.309017 0.00839893
0.949096 0.314987 0.00839716
0.947098 0.320944 0.00839545
0.945063 0.326888 0.00839381
0.942991 0.33282 0.00839224
0.940881 0.338738 0.00839072
0.938734 0.344643 0.00838926
0.93655 0.350534 0.00838786
0.934329 0.356412 0.0083865
0.932071 0.362275 0.00838519
0.929776 0.368125 0.00838393
0.927445 0.373959 0.0083827
0.925077 0.379779 0.00838152
0.922673 0.385584 0.00838038
0.920232 0.391374 0.00837927
0.917755 0.397148 0.0083782
0.915241 0.402906 0.00837716
0.912692 0.408649 0.00837616
0.910106 0.414376 0.00837518
0.907484 0.420086 0.00837423
0.904827 0.425779 0.00837331
0.902134 0.431456 0.00837242
0.899405 0.437116 0.00837155
0.896641 0.442758 0.00837071
0.893841 0.448383 0.00836989
0.891007 0.45399 0.00836909
0.888136 0.45958 0.00836831
0.885231 0.465151 0.00836756
0.882291 0.470704 0.00836682
0.879316 0.476238 0.0083661
0.876307 0.481754 0.0083654
0.873262 0.48725 0.00836472
0.870184 0.492727 0.00836406
0.867071 0.498185 0.00836341
0.863923 0.503623 0.00836277
0.860742 0.509041 0.00836216
0.857527 0.51444 0.00836155
0.854277 0.519817 0.00836096
0.850994 0.525175 0.00836039
0.847678 0.530511 0.00835982
0.844328 0.535827 0.00835927
0.840945 0.541121 0.00835873
0.837528 0.546394 0.00835821
0.834078 0.551646 0.00835769
0.830596 0.556876 0.00835719
0.827081 0.562083 0.00835669
0.823533 0.567269 0.00835621
0.819952 0.572432 0.00835574
0.816339 0.577573 0.00835527
0.812694 0.58269 0.00835482
0.809017 0.587785 0.00835437
0.805308 0.592857 0.00835394
0.801567 0.597905 0.00835351
0.797794 0.60293 0.00835309
0.79399 0.60793 0.00835268
0.790155 0.612907 0.00835227
0.786288 0.61786 0.00835188
0.782391 0.622788 0.00835149
0.778462 0.627691 0.00835111
0.774503 0.63257 0.00835073
0.770513 0.637424 0.00835036
0.766493 0.642253 0.00835
0.762443 0.647056 0.00834965
0.758362 0.651834 0.0083493
0.754251 0.656586 0.00834896
0.750111 0.661312 0.00834862
0.745941 0.666012 0.00834829
0.741742 0.670686 0.00834796
0.737513 0.675333 0.00834764
0.733255 0.679953 0.00834733
0.728969 0.684547 0.00834702
0.724653 0.689114 0.00834671
0.720309 0.693653 0.00834641
0.715936 0.698165 0.00834611
0.711536 0.70265 0.00834582
0.707107 0.707107 0.00834554
0.70265 0.711536 0.00834526
0.698165 0.715936 0.00834498
0.693653 0.720309 0.00834471
0.689114 0.724653 0.00834444
0.684547 0.728969 0.00834417
0.679953 0.733255 0.00834391
0.675333 0.737513 0.00834365
0.670686 0.741742 0.0083434
0.666012 0.745941 0.00834315
0.661312 0.750111 0.0083429
0.656586 0.754251 0.00834266
0.651834 0.758362 0.00834242
0.647056 0.762443 0.00834219
0.642253 0.766493 0.00834195
0.637424 0.770513 0.00834172
0.63257 0.774503 0.0083415
0.627691 0.778462 0.00834127
0.622788 0.782391 0.00834105
0.61786 0.786288 0.00834083
0.612907 0.790155 0.00834062
0.60793 0.79399 0.00834041
0.60293 0.797794 0.0083402
0.597905 0.801567 0.00833999
0.592857 0.805308 0.00833979
0.587785 0.809017 0.00833959
0.58269 0.812694 0.00833939
0.577573 0.816339 0.00833919
0.572432 0.819952 0.008339
0.567269 0.823533 0.00833881
0.562083 0.827081 0.00833862
0.556876 0.830596 0.00833843
0.551646 0.834078 0.00833825
0.546394 0.837528 0.00833807
0.541121 0.840945 0.00833788
0.535827 0.844328 0.00833771
0.530511 0.847678 0.00833753
0.525175 0.850994 0.00833736
0.519817 0.854277 0.00833718
0.51444 0.857527 0.00833701
0.509041 0.860742 0.00833685
0.503623 0.863923 0.00833668
0.498185 0.867071 0.00833652
0.492727 0.870184 0.00833635
0.48725 0.873262 0.00833619
0.481754 0.876307 0.00833603
0.476238 0.879316 0.00833588
0.470704 0.882291 0.00833572
0.465151 0.885231 0.00833557
0.45958 0.888136 0.00833541
0.45399 0.891007 0.00833526
0.448383 0.893841 0.00833511
0.442758 0.896641 0.00833497
0.437116 0.899405 0.00833482
0.431456 0.902134 0.00833468
0.425779 0.904827 0.00833453
0.420086 0.907484 0.00833439
0.414376 0.910106 0.00833425
0.408649 0.912692 0.00833411
0.402906 0.915241 0.00833398
0.397148 0.917755 0.00833384
0.391374 0.920232 0.0083337
0.385584 0.922673 0.00833357
0.379779 0.925077 0.00833344
0.373959 0.927445 0.00833331
0.368125 0.929776 0.00833318
0.362275 0.932071 0.00833305
0.356412 0.934329 0.00833292
0.350534 0.93655 0.0083328
0.344643 0.938734 0.00833267
0.338738 0.940881 0.00833255
0.33282 0.942991 0.00833242
0.326888 0.945063 0.0083323
0.320944 0.947098 0.00833218
0.314987 0.949096 0.00833206
0.309017 0.951057 0.00833194
0.303035 0.952979 0.00833183
0.297042 0.954865 0.00833171
0.291036 0.956712 0.0083316
0.285019 0.958522 0.00833148
0.278991 0.960294 0.00833137
0.272952 0.962028 0.00833126
0.266902 0.963724 0.00833114
0.260842 0.965382 0.00833103
0.254771 0.967001 0.00833092
0.24869 0.968583 0.00833082
0.242599 0.970127 0.00833071
0.236499 0.971632 0.0083306
0.230389 0.973099 0.00833049
0.224271 0.974527 0.00833039
0.218143 0.975917 0.00833029
0.212007 0.977268 0.00833018
0.205863 0.978581 0.00833008
0.19971 0.979855 0.00832998
0.193549 0.981091 0.00832988
0.187381 0.982287 0.00832978
0.181206 0.983445 0.00832968
0.175023 0.984564 0.00832958
0.168833 0.985645 0.00832948
0.162637 0.986686 0.00832938
0.156434 0.987688 0.00832929
0.150226 0.988652 0.00832919
0.144011 0.989576 0.0083291
0.13779 0.990461 0.008329
0.131564 0.991308 0.00832891
0.125333 0.992115 0.00832881
0.119097 0.992883 0.00832872
0.112856 0.993611 0.00832863
0.106611 0.994301 0.00832854
0.100362 0.994951 0.00832845
0.0941083 0.995562 0.00832836
0.0878512 0.996134 0.00832827
0.0815906 0.996666 0.00832818
0.0753268 0.997159 0.00832809
0.06906 0.997613 0.00832801
0.0627905 0.998027 0.00832792
0.0565185 0.998402 0.00832784
0.0502443 0.998737 0.00832775
0.0439681 0.999033 0.00832766
0.0376902 0.999289 0.00832758
0.0314108 0.999507 0.0083275
0.0251301 0.999684 0.00832741
0.0188484 0.999822 0.00832733
0.012566 0.999921 0.00832725
0.00628314 0.99998 0.00832717
6.12303e-17 1 0.00832709
-0.00628314 0.99998 0.00832701
-0.012566 0.999921 0.00832693
-0.0188484 0.999822 0.00832685
-0.0251301 0.999684 0.00832677
-0.0314108 0.999507 0.00832669
-0.0376902 0.999289 0.00832661
-0.0439681 0.999033 0.00832653
-0.0502443 0.998737 0.00832646
-0.0565185 0.998402 0.00832638
-0.0627905 0.998027 0.0083263
-0.06906 0.997613 0.00832623
-0.0753268 0.997159 0.00832615
-0.0815906 0.996666 0.00832608
-0.0878512 0.996134 0.008326
-0.0941083 0.995562 0.00832593
-0.100362 0.994951 0.00832586
-0.106611 0.994301 0.00832578
-0.112856 0.993611 0.00832571
-0.119097 0.992883 0.00832564
-0.125333 0.992115 0.00832557
-0.131564 0.991308 0.0083255
-0.13779 0.990461 0.00832542
-0.144011 0.989576 0.00832535
-0.150226 0.988652 0.00832528
-0.156434 0.987688 0.00832521
-0.162637 0.986686 0.00832514
-0.168833 0.985645 0.00832508
-0.175023 0.984564 0.00832501
-0.181206 0.983445 0.00832494
-0.187381 0.982287 0.00832487
-0.193549 0.981091 0.0083248
-0.19971 0.979855 0.00832474
-0.205863 0.978581 0.00832467
-0.212007 0.977268 0.0083246
-0.218143 0.975917 0.00832454
-0.224271 0.974527 0.00832447
-0.230389 0.973099 0.0083244
-0.236499 0.971632 0.00832434
-0.242599 0.970127 0.00832427
-0.24869 0.968583 0.00832421
-0.254771 0.967001 0.00832415
-0.260842 0.965382 0.00832408
-0.266902 0.963724 0.00832402
-0.272952 0.962028 0.00832396
-0.278991 0.960294 0.00832389
-0.285019 0.958522 0.00832383
-0.291036 0.956712 0.00832377
-0.297042 0.954865 0.00832371
-0.303035 0.952979 0.00832364
-0.309017 0.951057 0.00832358
-0.314987 0.949096 0.00832352
-0.320944 0.947098 0.00832346
-0.326888 0.945063 0.0083234
-0.33282 0.942991 0.00832334
-0.338738 0.940881 0.00832328
-0.344643 0.938734 0.00832322
-0.350534 0.93655 0.00832316
-0.356412 0.934329 0.0083231
-0.362275 0.932071 0.00832304
-0.368125 0.929776 0.00832298
-0.373959 0.927445 0.00832292
-0.379779 0.925077 0.00832287
-0.385584 0.922673 0.00832281
-0.391374 0.920232 0.00832275
-0.397148 0.917755 0.00832269
-0.402906 0.915241 0.00832264
-0.408649 0.912692 0.00832258
-0.414376 0.910106 0.00832252
-0.420086 0.907484 0.00832246
-0.425779 0.904827 0.00832241
-0.431456 0.902134 0.00832235
-0.437116 0.899405 0.0083223
-0.442758 0.896641 0.00832224
-0.448383 0.893841 0.00832219
-0.45399 0.891007 0.00832213
-0.45958 0.888136 0.00832208
-0.465151 0.885231 0.00832202
-0.470704 0.882291 0.00832197
-0.476238 0.879316 0.00832191
-0.481754 0.876307 0.00832186
-0.48725 0.873262 0.0083218
-0.492727 0.870184 0.00832175
-0.498185 0.867071 0.0083217
-0.503623 0.863923 0.00832164
