10 0.1
20 0.05
30 0.033333333
40 0.025
50 0.02
60 0.016666667
70 0.014285714
80 0.0125
90 0.011111111
100 0.01
110 0.0090909091
120 0.0083333333
130 0.0076923077
140 0.0071428571
150 0.0066666667
160 0.00625
170 0.0058823529
180 0.0055555556
190 0.0052631579
200 0.005
210 0.0047619048
220 0.0045454545
230 0.0043478261
240 0.0041666667
250 0.004
260 0.0038461538
270 0.0037037037
280 0.0035714286
290 0.0034482759
300 0.0033333333
310 0.0032258065
320 0.003125
330 0.003030303
340 0.0029411765
350 0.0028571429
360 0.0027777778
370 0.0027027027
380 0.0026315789
390 0.0025641026
400 0.0025
410 0.0024390244
420 0.0023809524
430 0.0023255814
440 0.0022727273
450 0.0022222222
460 0.002173913
470 0.0021276596
480 0.0020833333
490 0.0020408163
500 0.002
510 0.0019607843
520 0.0019230769
530 0.0018867925
540 0.0018518519
550 0.0018181818
560 0.0017857143
570 0.001754386
580 0.0017241379
590 0.0016949153
600 0.0016666667
610 0.0016393443
620 0.0016129032
630 0.0015873016
640 0.0015625
650 0.0015384615
660 0.0015151515
670 0.0014925373
680 0.0014705882
690 0.0014492754
700 0.0014285714
710 0.0014084507
720 0.0013888889
730 0.001369863
740 0.0013513514
750 0.0013333333
760 0.0013157895
770 0.0012987013
780 0.0012820513
790 0.0012658228
800 0.00125
810 0.0012345679
820 0.0012195122
830 0.0012048193
840 0.0011904762
850 0.0011764706
860 0.0011627907
870 0.0011494253
880 0.0011363636
890 0.0011235955
900 0.0011111111
910 0.0010989011
920 0.0010869565
930 0.0010752688
940 0.0010638298
950 0.0010526316
960 0.0010416667
970 0.0010309278
980 0.0010204082
990 0.001010101
1000 0.001
