1 20.1421
2 5.28925
3 1.38372
4 0.36185
5 0.0946214
6 0.0247427
7 0.00647003
8 0.00169186
9 0.000442407
10 0.000115686
11 3.02509e-05
12 7.91037e-06
13 2.0685e-06
14 5.40895e-07
15 1.4144e-07
16 3.69853e-08
17 9.67137e-09
18 2.52898e-09
19 6.61308e-10
20 1.72927e-10
21 4.52198e-11
22 1.18237e-11
23 3.09219e-12
24 8.08242e-13
25 2.14495e-13
26 5.55112e-14
27 1.35447e-14
28 3.55271e-15
29 8.88178e-16
30 2.22045e-16
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
50 0
51 0
52 0
53 0
54 0
55 0
56 0
57 0
58 0
59 0
60 0
61 0
62 0
63 0
64 0
65 0
66 0
67 0
68 0
69 0
70 0
71 0
72 0
73 0
74 0
75 0
76 0
77 0
78 0
79 0
80 0
81 0
82 0
83 0
84 0
85 0
86 0
87 0
88 0
89 0
90 0
91 0
92 0
93 0
94 0
95 0
96 0
97 0
98 0
99 0
100 0
